Number,Message
6168,Patte
3653,3653
3880,Tatras
550,Tatras
2351,2351
5651,5651
5498,5498
240,Pattatras
1240,Tatras
2318,2318
5768,5768
2689,2689
3799,3799
5784,Patte
5542,5542
2777,2777
4313,4313
3057,Patte
1844,1844
2109,Patte
1056,Patte
4511,4511
1081,1081
2898,Patte
3732,Patte
2312,2312
374,374
3263,3263
797,797
789,Patte
628,628
5775,Pattatras
3280,Tatras
2417,2417
5146,5146
3587,3587
1523,1523
1681,1681
3742,3742
6075,Pattatras
2792,2792
2321,2321
4616,4616
4466,4466
5576,5576
2213,2213
540,Pattatras
3704,3704
4312,4312
3626,3626
1647,Patte
1553,1553
1176,Patte
2111,2111
3701,3701
979,979
2669,2669
3277,3277
206,206
4296,Patte
4783,4783
5763,Patte
1135,Tatras
4571,4571
3297,Patte
2759,2759
5321,5321
2578,2578
2272,2272
4854,Patte
3030,Pattatras
4752,Patte
3309,Patte
5206,5206
3883,3883
2605,Tatras
4450,Tatras
2823,Patte
4839,Patte
648,Patte
5559,Patte
4531,4531
2781,Patte
3997,3997
14,14
2442,Patte
1435,Tatras
3607,3607
1467,Patte
1498,1498
5522,5522
5193,Patte
4306,4306
2692,2692
4033,4033
5811,Patte
2663,2663
6009,Patte
2163,Patte
5566,5566
6376,6376
3356,3356
3300,Pattatras
4077,Patte
6060,Pattatras
3470,Tatras
5382,Patte
2879,2879
3573,Patte
3613,3613
4000,Tatras
4589,4589
2850,Pattatras
262,262
5086,5086
4084,4084
680,Tatras
5378,5378
4456,4456
1648,1648
6099,Patte
4142,4142
567,Patte
6318,Patte
3859,3859
4413,Patte
1066,1066
590,Tatras
1735,Tatras
3038,3038
581,581
4522,4522
6228,Patte
5617,5617
1838,1838
3158,3158
3073,3073
4122,Patte
1847,1847
274,274
3002,3002
6453,Patte
669,Patte
5930,Tatras
4340,Tatras
6288,Patte
5805,Pattatras
3176,3176
4742,4742
6405,Pattatras
1472,1472
1488,Patte
5831,5831
4331,4331
780,Pattatras
1862,1862
2802,Patte
4307,4307
5943,Patte
1541,1541
1573,1573
5300,Tatras
2524,2524
3827,3827
5050,Tatras
4808,4808
3153,Patte
5545,Tatras
2991,Patte
1852,1852
2100,Pattatras
2880,Pattatras
6437,6437
6347,6347
6211,6211
4653,Patte
3921,Patte
5500,Tatras
6207,Patte
3268,3268
919,919
3048,Patte
836,836
2883,Patte
4290,Pattatras
5026,5026
60,Pattatras
1107,Patte
4599,Patte
165,Pattatras
5462,5462
78,Patte
267,Patte
4349,4349
4838,4838
5961,Patte
4015,Tatras
2034,Patte
1365,Pattatras
1228,1228
6305,Tatras
4913,4913
1667,1667
4485,Pattatras
3794,3794
96,Patte
265,Tatras
448,448
497,497
118,118
1902,Patte
5316,Patte
5685,Pattatras
6283,6283
2864,2864
4375,Tatras
1182,Patte
4519,4519
4099,4099
1005,Pattatras
3960,Pattatras
5569,5569
3967,3967
3928,3928
3389,3389
1898,1898
6448,6448
5942,5942
2511,Patte
2780,Tatras
5887,5887
4622,4622
270,Pattatras
1586,1586
1971,Patte
4964,4964
3621,Patte
1938,Patte
6210,Pattatras
911,911
6385,Tatras
522,Patte
1893,Patte
2831,2831
4505,Tatras
4024,4024
4279,4279
4379,4379
3663,Patte
4882,4882
572,572
1783,1783
2441,2441
1396,1396
1205,Tatras
5408,5408
6395,Tatras
441,Patte
4020,Pattatras
3851,3851
1437,Patte
1962,Patte
5521,5521
3532,3532
3400,Tatras
2190,Pattatras
495,Pattatras
4284,Patte
216,Patte
194,194
1732,1732
5869,5869
4698,Patte
1049,1049
4373,4373
2069,2069
4027,4027
1363,1363
2217,Patte
3336,Patte
4237,4237
3425,Tatras
5967,Patte
2480,Tatras
2132,2132
277,277
505,Tatras
3349,3349
4809,Patte
6165,Pattatras
3184,3184
1879,1879
139,139
3102,Patte
5723,5723
4558,4558
1265,Tatras
838,838
2166,Patte
4460,Tatras
4547,4547
2285,Tatras
1808,1808
1423,1423
3940,Tatras
6072,Patte
184,184
3228,Patte
212,212
4408,4408
8,8
1453,1453
1485,Pattatras
6216,Patte
2391,Patte
3731,3731
3807,Patte
266,266
5006,5006
4127,4127
6061,6061
298,298
4345,Tatras
4739,4739
3180,Pattatras
1499,1499
6246,Patte
4192,4192
4438,4438
3887,3887
4209,Patte
6082,6082
2037,Patte
2096,2096
387,Patte
4717,4717
2385,Pattatras
3103,3103
3776,3776
4344,Patte
1720,Tatras
2762,2762
3594,Patte
3917,3917
5552,5552
6121,6121
3797,3797
1668,Patte
859,859
3131,3131
5815,Tatras
5407,5407
5832,Patte
4205,Tatras
4785,Pattatras
1178,1178
5760,Pattatras
3970,Tatras
4870,Tatras
3707,3707
3606,Patte
3374,3374
556,556
3423,Patte
3893,3893
3241,3241
4944,Patte
6183,Patte
3526,3526
4409,4409
4971,Patte
1512,Patte
2938,2938
3331,3331
3316,3316
5278,5278
1116,Patte
5563,5563
2892,Patte
201,Patte
5064,Patte
3039,Patte
656,656
435,Pattatras
2998,2998
750,Pattatras
3271,3271
1252,1252
219,Patte
2644,2644
5948,5948
2386,2386
2476,2476
5095,Tatras
3451,3451
2508,Patte
1036,1036
1802,1802
3649,3649
1427,1427
4463,4463
494,494
5581,5581
1381,1381
4841,4841
6300,Pattatras
2239,2239
936,Patte
5243,5243
1012,1012
809,809
4383,Patte
6411,Patte
4871,4871
690,Pattatras
1788,Patte
3154,3154
4995,Pattatras
1773,Patte
4832,4832
4136,4136
5853,Patte
3746,3746
1151,1151
6455,Tatras
5449,5449
6013,6013
1965,Pattatras
4666,4666
741,Patte
1644,Patte
3564,Patte
6152,6152
4454,4454
2954,2954
4567,4567
282,Patte
1164,Patte
1966,1966
6073,6073
1380,Pattatras
1019,1019
6419,6419
5043,Patte
149,149
5719,5719
5298,Patte
6287,6287
1249,1249
3503,3503
830,Tatras
530,Tatras
2914,2914
5307,Patte
5534,5534
1946,1946
403,403
5068,5068
1728,Patte
5070,Pattatras
4667,4667
6457,6457
4211,4211
4572,Patte
4291,4291
3104,3104
1185,Pattatras
1378,1378
2895,Pattatras
4840,Tatras
1514,1514
4710,Pattatras
3156,Patte
2161,2161
6235,Tatras
3490,Tatras
4452,Patte
2568,Patte
5238,Patte
5358,Patte
2145,Pattatras
2610,Pattatras
1072,1072
377,377
4697,4697
2538,Patte
1340,Tatras
828,Patte
1906,1906
2639,2639
3449,3449
5191,5191
5697,Patte
2941,2941
5767,5767
2505,Pattatras
1954,1954
6030,Pattatras
5621,5621
4467,Patte
3108,Patte
3172,3172
4371,Patte
4236,Patte
5196,Patte
1317,Patte
161,161
6291,Patte
4336,4336
582,Patte
129,Patte
3777,Patte
4902,Patte
5047,5047
2095,Tatras
5681,5681
2197,2197
4681,4681
2059,2059
4758,Patte
4923,Patte
5093,5093
4682,4682
1920,Pattatras
439,439
1945,Tatras
5799,Patte
1970,Tatras
1726,1726
302,302
5366,5366
3929,3929
6378,Patte
696,Patte
3244,3244
6112,6112
5911,5911
3733,3733
1980,Pattatras
5324,5324
4282,4282
182,182
2445,Pattatras
897,Patte
4235,Tatras
2884,2884
5428,5428
5588,5588
250,Tatras
1413,Patte
5800,Tatras
1093,1093
4534,4534
1704,Patte
501,Patte
2297,2297
860,Tatras
3060,Pattatras
2767,2767
2546,2546
783,Patte
4195,Tatras
6034,6034
6346,6346
5748,Patte
326,326
2416,2416
2124,Patte
1660,Tatras
5927,5927
1031,1031
819,Patte
3312,Patte
2609,2609
5577,Patte
1937,1937
2862,Patte
1444,1444
712,712
4723,4723
4556,4556
3667,3667
2811,Patte
5591,5591
350,Tatras
6403,6403
3243,Patte
2274,Patte
6204,Patte
4821,Patte
5966,5966
347,347
3351,Patte
6340,Tatras
6311,6311
5826,Patte
1149,Patte
6390,Pattatras
2091,Patte
2055,Pattatras
1306,1306
318,Patte
4643,4643
4365,Pattatras
2320,Tatras
1511,1511
1044,Patte
6446,6446
3610,Tatras
2455,Tatras
4668,Patte
6116,6116
6418,6418
4998,Patte
45,Pattatras
5433,Patte
5625,Pattatras
247,247
4404,Patte
923,923
9,Patte
2574,Patte
4105,Tatras
3157,3157
663,Patte
2394,Patte
6349,6349
5749,5749
5897,5897
4540,Tatras
4690,Tatras
4713,Patte
3037,3037
5828,5828
635,Tatras
6435,Pattatras
3552,Patte
1416,Patte
2281,2281
3831,Patte
709,709
4602,Patte
1816,1816
2135,Tatras
518,518
1244,1244
5162,5162
6434,6434
5422,5422
2383,2383
2906,2906
1236,Patte
107,107
5680,Tatras
2843,2843
4106,4106
3687,Patte
3454,3454
4564,4564
1969,1969
3504,Patte
3666,Patte
3981,Patte
3612,Patte
2101,2101
938,938
2454,Patte
4222,4222
5829,Patte
5214,Patte
959,959
6119,6119
2530,Tatras
6,Patte
4789,4789
4049,4049
6195,Pattatras
5946,Patte
5305,Tatras
619,619
4030,Tatras
1027,1027
2397,Patte
71,71
421,421
4473,Patte
5309,5309
2403,Patte
4722,Patte
3576,Patte
2677,2677
5230,Tatras
2471,2471
677,677
5242,5242
5104,5104
4064,4064
2427,Patte
3256,3256
3984,Patte
1910,Tatras
1997,1997
6188,6188
1953,Patte
6315,Pattatras
4272,Patte
460,Tatras
3474,Patte
3759,Patte
490,Tatras
4367,4367
782,782
4844,4844
670,Tatras
4635,Pattatras
5440,Tatras
931,931
6028,6028
1642,1642
340,Tatras
4348,4348
3991,3991
990,Pattatras
5398,5398
1451,1451
117,Patte
1503,Patte
5645,Tatras
2258,2258
2167,2167
1831,1831
4550,Tatras
6172,6172
615,Pattatras
5913,Patte
65,Tatras
3925,Tatras
4779,Patte
4441,4441
363,Patte
1196,1196
3409,3409
955,Tatras
2291,2291
3647,3647
5169,Patte
3222,Patte
1248,Patte
2963,2963
1843,1843
5973,Patte
63,Patte
187,187
1067,1067
6159,Patte
5356,5356
2649,Patte
353,353
4582,4582
958,958
2330,Tatras
5254,5254
5502,Patte
5081,5081
2084,2084
3124,3124
826,826
2776,2776
6169,6169
4846,4846
5240,Tatras
6319,6319
4171,4171
4217,4217
2205,Pattatras
6439,6439
6004,6004
3583,3583
5088,Patte
2040,Pattatras
3689,3689
1761,Patte
2324,2324
1797,Patte
1536,Patte
4979,4979
1080,Pattatras
3543,Patte
3008,3008
1699,1699
2499,Patte
3796,3796
2934,Patte
3973,3973
844,844
1154,1154
3510,Pattatras
5835,Pattatras
2935,Tatras
3141,Patte
5494,5494
3147,Patte
1095,Pattatras
4776,Patte
726,Patte
475,Tatras
4955,Tatras
3609,Patte
6238,6238
427,427
4762,4762
623,623
5488,5488
4394,4394
2566,2566
814,814
4795,Tatras
116,116
2516,2516
533,533
6187,6187
6420,Pattatras
2502,Patte
2621,2621
4295,Tatras
3427,3427
612,Patte
1777,1777
5673,Patte
4384,4384
245,Tatras
2474,2474
6193,6193
2102,2102
568,568
3593,3593
6452,6452
4350,Pattatras
1218,Patte
3020,Tatras
4778,4778
103,103
3435,Pattatras
4977,Patte
2711,2711
339,Patte
4938,Patte
1749,Patte
231,Patte
380,Tatras
1296,Patte
856,856
832,832
5956,5956
4777,4777
3550,Tatras
1023,Patte
469,469
551,551
160,Tatras
734,734
916,916
5150,Tatras
5123,5123
72,Patte
6262,6262
4586,4586
5907,Patte
6162,Patte
5252,5252
3478,3478
6131,6131
311,311
2428,2428
1204,1204
4920,Pattatras
2891,2891
1604,1604
2532,Patte
364,364
650,Tatras
2680,Tatras
2289,Patte
6052,6052
5516,5516
2148,Patte
4699,4699
2349,Patte
4826,4826
1390,Tatras
2558,2558
6067,6067
4638,Patte
5724,Patte
526,526
4660,Tatras
2859,Patte
337,337
2019,Patte
5066,5066
2905,Tatras
753,Patte
3120,Pattatras
1466,1466
664,664
5691,Patte
3527,3527
2757,Patte
3648,Patte
93,Patte
4176,Patte
5454,Patte
707,707
371,371
6358,6358
895,Tatras
3011,3011
5530,Tatras
6019,6019
5728,5728
4734,Patte
2790,Pattatras
1912,1912
4725,Pattatras
3211,3211
2423,2423
1552,1552
3963,Patte
1782,Patte
4516,4516
465,Pattatras
5664,Patte
5548,5548
1550,Tatras
2949,Patte
2262,Patte
4863,Patte
6444,Patte
3403,3403
3555,Pattatras
1521,Patte
752,752
1807,1807
4210,Tatras
5326,5326
1958,1958
5734,5734
3226,3226
6109,6109
4816,4816
2629,2629
5882,5882
4634,4634
3127,3127
4188,Patte
4085,Tatras
892,892
5924,5924
976,976
1964,1964
5785,Tatras
281,281
4148,4148
4410,Pattatras
125,Tatras
5567,5567
5712,Patte
3972,Patte
4513,4513
2973,Patte
3529,3529
1765,Tatras
2222,2222
5904,Patte
2732,2732
1744,1744
6143,6143
2791,2791
5465,Tatras
3327,Patte
2983,2983
95,Tatras
4002,Patte
5504,5504
156,Patte
3393,Patte
5865,Pattatras
2771,2771
4223,4223
1351,1351
6124,6124
564,Patte
5573,5573
2134,2134
3771,Patte
4330,Tatras
5299,5299
1936,1936
1810,Tatras
1279,1279
1608,Patte
5839,5839
3905,Tatras
1784,1784
1441,1441
534,Patte
5075,Tatras
743,743
3677,3677
492,Patte
5110,Tatras
4370,Tatras
5596,5596
1300,Tatras
51,Patte
3202,3202
3989,3989
1084,1084
1245,Pattatras
3871,3871
6242,6242
222,Patte
3078,Patte
3159,Patte
6362,6362
2738,2738
4674,Patte
4060,Tatras
6257,6257
1058,1058
1763,1763
1025,Tatras
5551,5551
4212,Patte
372,Patte
3695,Tatras
2618,2618
660,Pattatras
1361,1361
1616,1616
3670,Tatras
1342,1342
6022,6022
4528,4528
2713,2713
2483,2483
3209,3209
232,232
1507,1507
1033,1033
2363,2363
2514,Patte
736,736
6096,Patte
29,29
5312,5312
5395,Tatras
4397,4397
918,Patte
3151,3151
459,Patte
749,749
774,Patte
1318,1318
5663,5663
3741,Patte
766,766
4768,4768
4200,Pattatras
1464,Patte
1857,Patte
5668,5668
3340,Tatras
5267,5267
4133,4133
382,382
929,929
1992,Patte
1698,Patte
3544,3544
3975,Pattatras
1203,Patte
668,668
6342,Patte
5338,5338
2716,2716
3534,Patte
4185,Pattatras
5890,Tatras
2594,2594
5400,Pattatras
5303,5303
516,Patte
2510,Tatras
4590,Pattatras
269,269
3619,3619
2517,Patte
1935,Pattatras
1411,1411
898,898
4041,Patte
3094,3094
1916,1916
1096,1096
1973,1973
3488,3488
4043,4043
119,119
1554,Patte
4443,Patte
2484,Patte
5693,5693
3743,3743
508,508
3122,3122
239,239
5208,Patte
4117,4117
6000,Pattatras
2573,2573
1789,1789
4997,4997
4128,Patte
2051,2051
5248,5248
4899,Patte
3537,Patte
1349,1349
4245,Pattatras
3980,Tatras
3164,3164
2001,Patte
5171,5171
4791,Patte
592,592
6197,6197
622,622
1039,1039
3821,3821
6163,6163
6227,6227
4309,4309
1874,1874
1254,Patte
2582,2582
5674,5674
5187,Patte
4098,Patte
176,176
3412,3412
2489,2489
1697,1697
1891,1891
1708,1708
2191,2191
2182,2182
5032,5032
2443,2443
4376,4376
768,Patte
5539,5539
4803,Patte
1825,Tatras
5203,5203
248,248
3502,3502
2475,Pattatras
4738,4738
5276,5276
5933,5933
1620,Pattatras
4299,Patte
5037,Patte
5920,Tatras
3112,3112
5213,5213
1232,1232
5135,Tatras
4078,4078
5339,5339
1842,Patte
523,523
1343,1343
3518,3518
2826,Patte
3820,Tatras
5347,5347
3282,Patte
4825,Tatras
1076,1076
3719,3719
3810,Pattatras
414,Patte
5373,Patte
6041,6041
254,254
1885,Tatras
3381,Patte
249,Patte
3744,Patte
106,106
5725,Tatras
5306,5306
754,754
1397,1397
2808,Patte
6440,Tatras
4835,Tatras
5602,5602
1878,Patte
6317,6317
3861,Patte
202,202
1513,1513
3597,Patte
2430,Pattatras
616,616
487,487
3144,Patte
2209,2209
2470,Tatras
5420,Tatras
174,Patte
4208,4208
2853,Patte
5106,Patte
5226,Patte
2090,Tatras
6277,6277
2110,Tatras
148,148
5385,Pattatras
1674,Patte
4017,Patte
5341,5341
4765,Tatras
4600,Tatras
189,Patte
3416,3416
6024,Patte
2118,Patte
3397,3397
88,88
4869,Patte
1083,Patte
5795,Tatras
5233,5233
2527,2527
6043,6043
1871,1871
476,476
15,Pattatras
5265,Pattatras
6399,Patte
5901,Patte
2633,2633
728,728
2761,2761
1434,Patte
130,Tatras
2800,Tatras
769,769
3096,Patte
1623,Patte
991,991
4834,4834
2425,Tatras
5426,5426
3363,Patte
3182,3182
3800,Tatras
135,Pattatras
6348,Patte
4074,Patte
1928,1928
3045,Pattatras
4201,4201
4028,4028
2193,Patte
4575,Pattatras
4056,Patte
58,58
683,683
401,401
5793,Patte
6126,Patte
3394,3394
5979,Patte
2909,2909
5514,Patte
3714,Patte
3636,Patte
6209,6209
1786,1786
5962,5962
1510,Tatras
5424,Patte
2208,Patte
1028,1028
3916,3916
6103,6103
3512,3512
2723,2723
3433,3433
3740,Tatras
5536,5536
410,Tatras
6240,Pattatras
6284,6284
1424,1424
4830,Pattatras
4005,Pattatras
2228,2228
2466,Patte
5698,5698
5164,5164
4704,Patte
5541,Patte
4434,Patte
3753,Patte
2067,Patte
4470,Pattatras
6038,6038
4032,Patte
4613,4613
1932,Patte
4884,Patte
86,86
5817,Patte
6270,Pattatras
3995,Tatras
2494,2494
6286,6286
1132,1132
872,872
6266,6266
5773,5773
3437,3437
2236,2236
879,Patte
5611,5611
1500,Pattatras
6407,6407
3622,3622
5529,Patte
1327,1327
3708,Patte
2243,2243
5281,5281
4259,4259
2178,Patte
665,Tatras
4400,Tatras
2570,Tatras
5992,5992
2637,Patte
3304,3304
4487,4487
5896,5896
6139,6139
3536,3536
3064,3064
3898,3898
850,Tatras
333,Patte
3932,3932
4283,4283
1038,Patte
5686,5686
1457,1457
1398,Patte
5450,Tatras
4393,4393
5493,Patte
5025,Pattatras
1567,1567
5585,Tatras
1362,Patte
1188,Patte
4329,Patte
5825,Tatras
2520,Pattatras
5190,Pattatras
3805,Tatras
1952,1952
5137,5137
55,Tatras
1156,1156
947,947
1925,Tatras
2970,Pattatras
3865,Tatras
5391,Patte
5562,Patte
2581,2581
2112,Patte
5228,5228
3816,Patte
2133,Patte
5328,Patte
391,391
716,716
1087,1087
3817,3817
4294,4294
603,Patte
6401,6401
3525,Pattatras
3955,Tatras
2658,Patte
2491,2491
422,422
3795,Pattatras
3705,Pattatras
5597,5597
977,977
1602,Patte
4911,Patte
5528,5528
5158,5158
4608,Patte
3894,Patte
5743,5743
1177,1177
6185,Tatras
1339,1339
1144,1144
1771,1771
2270,Tatras
4909,4909
3884,3884
5909,5909
3448,3448
1455,Pattatras
4368,Patte
1458,Patte
5364,Patte
2562,Patte
3459,Patte
3673,3673
2263,2263
470,Tatras
5759,5759
4895,Tatras
1739,1739
1369,1369
2449,2449
2364,Patte
3402,Patte
949,949
1785,Pattatras
367,367
891,Patte
319,319
798,Patte
5124,Patte
686,686
3128,3128
4947,Patte
3819,Patte
4527,Patte
528,Patte
1539,Patte
2551,2551
384,Patte
5819,5819
5149,5149
2360,Tatras
5362,5362
2620,Tatras
230,Tatras
862,862
5770,Tatras
6330,Pattatras
2025,Pattatras
5972,5972
4628,4628
1171,1171
6125,Tatras
2469,Patte
2113,2113
4916,4916
1374,Patte
802,802
2580,Pattatras
3369,Patte
6222,Patte
1187,1187
4794,Patte
5098,5098
1790,Tatras
5863,5863
4891,4891
965,Tatras
1121,1121
6198,Patte
521,521
4932,Patte
4921,4921
1152,Patte
5152,5152
5709,Patte
5337,Patte
3752,3752
1269,Patte
3665,Tatras
4554,Patte
41,41
4252,4252
1172,1172
3390,Pattatras
678,Patte
5466,Patte
6360,Pattatras
1075,Tatras
5861,5861
2824,2824
3245,Tatras
4246,4246
127,127
6428,6428
3910,Tatras
3784,3784
2334,Patte
2277,Patte
5614,5614
3569,3569
3546,Patte
1053,Patte
1716,Patte
299,299
5929,5929
5684,5684
6281,6281
2626,2626
962,962
2630,Tatras
466,466
4124,4124
1422,Patte
1713,Patte
1432,1432
3846,Patte
651,Patte
1007,1007
3099,Patte
6055,Tatras
4406,4406
700,Tatras
5357,5357
5115,Pattatras
2928,Patte
1882,1882
5952,Patte
6345,Pattatras
79,79
771,Patte
5986,5986
2994,Patte
137,137
2636,2636
3382,3382
5412,Patte
1490,Tatras
3909,Patte
1884,Patte
2367,Patte
3115,Tatras
64,64
1679,1679
6176,6176
2107,2107
5003,5003
3406,3406
2485,Tatras
2194,2194
2575,Tatras
1715,Tatras
3242,3242
4047,Patte
4684,4684
1496,1496
5918,5918
1822,1822
1110,Pattatras
1429,1429
630,Pattatras
3022,3022
711,Patte
3225,Pattatras
3548,3548
2966,2966
2645,Tatras
6181,6181
70,Tatras
4191,Patte
3377,3377
3715,Tatras
1780,Tatras
6065,Tatras
2147,2147
3155,Tatras
464,464
1905,Pattatras
2306,2306
842,842
5065,Tatras
1876,1876
2534,2534
1246,1246
6380,Tatras
5745,Pattatras
5910,Pattatras
1126,1126
5027,5027
4574,4574
1113,Patte
5028,Patte
4851,Patte
1446,Patte
4395,Pattatras
321,Patte
2672,2672
1663,1663
6389,6389
5859,Patte
3976,3976
2329,2329
547,547
6092,6092
4560,Pattatras
2686,2686
765,Pattatras
928,928
6425,Tatras
3849,Patte
1921,1921
3939,Patte
3373,3373
1260,Pattatras
4883,4883
2840,Tatras
5610,Pattatras
2854,2854
2022,Patte
1266,Patte
2465,Tatras
2005,Tatras
1587,Patte
3563,3563
6384,Patte
1544,1544
833,833
5926,5926
21,Patte
4006,4006
5813,5813
471,Patte
641,641
2126,2126
2769,Patte
4362,Patte
6171,Patte
5349,Patte
6417,Patte
3839,3839
3542,3542
3745,Tatras
4423,4423
5824,5824
5594,5594
223,223
3567,Patte
1865,Tatras
4914,Patte
1919,1919
5509,5509
5055,Pattatras
1961,1961
5671,5671
3854,3854
6260,Tatras
291,Patte
5383,5383
396,Patte
1895,Tatras
1654,1654
4416,Patte
2401,2401
3852,Patte
5762,5762
5437,5437
2184,Patte
6275,Tatras
4948,4948
3453,Patte
5067,Patte
3751,3751
3329,3329
2128,2128
1105,Tatras
5772,Patte
689,689
6029,6029
2918,2918
1284,Patte
2393,2393
1806,Patte
544,544
1032,Patte
3978,Patte
2451,Patte
419,419
2642,2642
1237,1237
1335,Pattatras
1207,1207
3996,Patte
2187,Patte
5122,5122
1460,Tatras
4888,4888
3434,3434
4988,4988
5871,Patte
2549,2549
4671,Patte
50,Tatras
1404,Patte
5432,5432
3267,Patte
4440,Pattatras
841,841
3440,Tatras
3421,3421
6398,6398
6249,Patte
3231,Patte
233,233
1592,1592
3987,Patte
3602,3602
657,Patte
4327,4327
840,Pattatras
5604,Patte
2882,2882
4683,Patte
2525,Tatras
4227,Patte
2156,2156
6325,Tatras
5726,5726
3680,Tatras
3725,Tatras
13,13
950,Tatras
3088,3088
751,751
1497,Patte
6247,6247
3192,Patte
909,Patte
5222,5222
2457,Patte
2754,Patte
3337,3337
5876,5876
1863,Patte
102,Patte
5786,5786
2617,2617
3456,Patte
1899,Patte
5084,5084
1705,Tatras
74,74
3460,Tatras
3367,3367
1174,1174
1643,1643
2221,2221
745,Tatras
2448,Patte
5814,Patte
3611,3611
6230,Tatras
5182,5182
163,163
4906,4906
1264,1264
5447,5447
3516,Patte
1150,Tatras
6011,6011
3818,3818
5783,5783
3188,3188
4514,4514
1275,Pattatras
6016,6016
5452,5452
2706,Patte
2667,Patte
4936,4936
3044,3044
1491,Patte
4139,4139
2601,Patte
2986,2986
4967,4967
4529,4529
3952,3952
2265,Pattatras
2408,2408
6327,Patte
4705,Tatras
4804,4804
3071,3071
5807,5807
6095,Tatras
54,Patte
272,272
424,424
327,Patte
3258,Patte
195,Pattatras
6137,6137
5371,5371
3798,Patte
6263,6263
807,Patte
6400,Tatras
1297,1297
957,Patte
5439,Patte
3658,3658
1167,Patte
944,944
4625,Tatras
2623,2623
1545,Pattatras
5902,5902
6344,6344
1329,Patte
1407,Patte
4444,4444
2283,Patte
2333,2333
207,Patte
992,992
6391,6391
3539,3539
11,11
4767,Patte
6212,6212
4158,Patte
5931,Patte
3491,3491
6056,6056
2279,2279
6432,Patte
4062,Patte
5732,5732
5771,5771
3299,3299
5046,Patte
2797,2797
2381,2381
2655,Pattatras
2772,Patte
5059,5059
3281,3281
3387,Patte
1216,1216
1944,Patte
1433,1433
6223,6223
2522,2522
3143,3143
2921,2921
3999,Patte
3017,3017
1615,Tatras
4849,4849
2606,2606
2922,Patte
1830,Pattatras
5054,5054
4972,4972
4510,Tatras
1867,1867
2082,Patte
6234,Patte
2587,2587
179,179
2768,2768
1532,1532
5291,5291
1143,Patte
3866,3866
6081,Patte
4655,Tatras
2028,Patte
4109,4109
5112,Patte
3988,3988
5320,Tatras
2519,2519
4079,4079
2839,2839
1459,1459
3581,3581
288,Patte
229,229
1817,1817
2162,2162
49,49
3197,3197
4369,4369
4624,4624
1358,1358
4268,4268
3892,3892
4418,4418
66,Patte
502,502
4626,Patte
5094,Patte
3130,Tatras
915,Pattatras
2260,Tatras
5818,5818
1866,Patte
3872,3872
2245,Tatras
5184,Patte
2174,2174
2033,2033
3604,3604
2490,Pattatras
442,442
3637,3637
2801,2801
5985,Pattatras
2812,2812
1613,1613
1770,Pattatras
4276,4276
5844,Patte
2589,Patte
474,Patte
2411,2411
2179,2179
1018,1018
3223,3223
1589,1589
3913,3913
4973,4973
1671,Patte
5905,Tatras
4656,Patte
4304,4304
4647,Patte
973,973
3199,3199
5244,Patte
4387,4387
588,Patte
1015,Tatras
5640,Pattatras
2108,2108
6105,Pattatras
5273,5273
2231,2231
5627,5627
4743,Patte
2915,Tatras
1386,Patte
2432,2432
5289,Patte
4749,Patte
5482,5482
1738,1738
181,181
2250,Pattatras
4173,Patte
1535,Tatras
6259,6259
2196,Patte
890,Tatras
2666,2666
1791,Patte
1208,1208
1219,1219
5982,Patte
1330,Tatras
454,454
4515,Pattatras
1041,Patte
2685,Pattatras
3350,Tatras
4610,Tatras
1646,1646
4459,4459
1324,1324
5816,5816
3712,3712
1931,1931
2014,2014
3992,3992
3717,Patte
5448,Patte
4992,Patte
1723,1723
4248,Patte
2044,2044
4509,Patte
1268,1268
196,196
6051,Patte
2319,Patte
3410,Tatras
3711,Patte
4107,Patte
5216,5216
6132,Patte
1118,1118
6302,6302
1626,Patte
5570,Tatras
344,344
3755,Tatras
3720,Pattatras
1425,Pattatras
2342,2342
2461,2461
4975,Tatras
739,739
5623,5623
1529,1529
1344,Patte
5396,5396
3754,3754
3814,3814
644,644
5340,Pattatras
5655,Pattatras
835,Tatras
863,863
4219,4219
4293,Patte
6015,Pattatras
5730,Pattatras
3890,Tatras
3467,3467
5752,5752
3368,3368
4130,Tatras
2904,Patte
6134,6134
4420,Tatras
4346,4346
2422,2422
3683,3683
4215,Pattatras
3716,3716
4334,4334
5976,Patte
3193,3193
5593,5593
2555,Tatras
4727,4727
168,Patte
2,2
6442,6442
1568,1568
5650,Tatras
4644,Patte
5232,Patte
831,Patte
6280,Tatras
1804,1804
618,Patte
4750,Tatras
6042,Patte
1270,Tatras
5987,5987
625,Tatras
217,217
1678,1678
3247,3247
3487,3487
3924,Patte
6017,6017
2961,Patte
803,803
3415,Tatras
701,701
2404,2404
3778,3778
2926,2926
5237,5237
1750,Tatras
57,Patte
4548,Patte
3507,Patte
978,Patte
939,Patte
1711,1711
5241,Patte
3524,3524
3136,3136
3161,3161
3584,3584
2165,Tatras
1690,Tatras
723,Patte
1982,1982
3906,Patte
6122,6122
1308,Patte
3101,3101
2358,Patte
4903,4903
3826,3826
855,Pattatras
5001,Patte
2942,2942
263,263
1123,1123
3432,Patte
4501,4501
2701,2701
1703,1703
2595,Pattatras
3239,3239
4966,4966
5715,Pattatras
5434,5434
2078,2078
1373,1373
2021,2021
4866,Patte
3498,Patte
1689,Patte
